"Wavelength (nm)"	"Absorbance (AU)"	"Std.Dev."
     803.0	   5.55515E-4	   6.29461E-5
     804.0	   5.21660E-4	   6.57793E-5
     805.0	   5.66483E-4	   7.54940E-5
     806.0	   5.13077E-4	   7.33384E-5
     807.0	   7.04765E-4	   5.78262E-5
     808.0	   7.14302E-4	   5.37844E-5
     809.0	   8.72612E-4	   9.22923E-5
     810.0	   9.44614E-4	   5.75681E-5
     811.0	   9.22203E-4	   4.02709E-5
     812.0	   9.20773E-4	   5.49957E-5
     813.0	   7.51972E-4	   5.37188E-5
     814.0	   7.96318E-4	   5.24196E-5
     815.0	   1.10245E-3	   5.10594E-5
     816.0	   9.90868E-4	   6.30526E-5
     817.0	   1.10579E-3	   6.00626E-5
     818.0	   1.02139E-3	   6.34158E-5
     819.0	   1.35612E-3	   6.03863E-5
     820.0	   1.19019E-3	   6.19998E-5
     821.0	   1.25551E-3	   6.67436E-5
     822.0	   1.30987E-3	   5.29869E-5
     823.0	   1.43909E-3	   5.91749E-5
     824.0	   1.39284E-3	   7.33632E-5
     825.0	   1.48678E-3	   7.13330E-5
     826.0	   1.52731E-3	   7.15113E-5
     827.0	   1.64890E-3	   8.27185E-5
     828.0	   1.53255E-3	   6.68661E-5
     829.0	   1.66512E-3	   8.68289E-5
     830.0	   1.69945E-3	   6.01930E-5
     831.0	   1.80054E-3	   4.92217E-5
     832.0	   1.79815E-3	   5.22893E-5
     833.0	   1.75810E-3	   7.07778E-5
     834.0	   1.77574E-3	   5.65821E-5
     835.0	   1.90353E-3	   6.39371E-5
     836.0	   1.63889E-3	   6.77629E-5
     837.0	   1.76668E-3	   8.13172E-5
     838.0	   1.81389E-3	   4.96689E-5
     839.0	   1.88255E-3	   5.14178E-5
     840.0	   1.89447E-3	   6.89092E-5
     841.0	   1.84345E-3	   4.05354E-5
     842.0	   1.83487E-3	   6.05640E-5
     843.0	   1.92785E-3	   9.55294E-5
     844.0	   1.98746E-3	   1.13611E-4
     845.0	   1.99699E-3	   7.45164E-5
     846.0	   1.95217E-3	   6.59416E-5
     847.0	   1.92499E-3	   6.30183E-5
     848.0	   2.07138E-3	   5.39817E-5
     849.0	   2.08807E-3	   5.96266E-5
     850.0	   2.11477E-3	   6.69358E-5
     851.0	   2.12765E-3	   6.71173E-5
     852.0	   2.04611E-3	   5.98473E-5
     853.0	   1.96362E-3	   4.61499E-5
     854.0	   2.23923E-3	   5.92862E-5
     855.0	   2.20537E-3	   5.08050E-5
     856.0	   2.25258E-3	   5.55142E-5
     857.0	   2.21205E-3	   5.24727E-5
     858.0	   2.30742E-3	   6.93941E-5
     859.0	   2.28786E-3	   5.91192E-5
     860.0	   2.68841E-3	   4.86245E-5
     861.0	   2.24447E-3	   5.85909E-5
     862.0	   2.42138E-3	   6.52779E-5
     863.0	   2.36559E-3	   5.83195E-5
     864.0	   2.40278E-3	   5.49450E-5
     865.0	   2.54011E-3	   7.10711E-5
     866.0	   2.48814E-3	   7.41769E-5
     867.0	   2.54679E-3	   6.23308E-5
     868.0	   2.62308E-3	   6.24875E-5
     869.0	   2.78234E-3	   8.39071E-5
     870.0	   2.62308E-3	   7.27938E-5
     871.0	   2.75707E-3	   7.76981E-5
     872.0	   2.73514E-3	   7.26438E-5
     873.0	   2.94161E-3	   7.75311E-5
     874.0	   2.90108E-3	   8.27968E-5
     875.0	   2.82860E-3	   7.64145E-5
     876.0	   3.05843E-3	   7.71622E-5
     877.0	   2.95067E-3	   8.81130E-5
     878.0	   2.95687E-3	   6.75916E-5
     879.0	   3.08704E-3	   7.81969E-5
     880.0	   3.09420E-3	   8.86327E-5
     881.0	   3.38221E-3	   8.09219E-5
     882.0	   3.29733E-3	   8.57194E-5
     883.0	   3.19386E-3	   7.14620E-5
     884.0	   3.15762E-3	   5.86742E-5
     885.0	   3.33786E-3	   8.07405E-5
     886.0	   3.49522E-3	   7.71961E-5
     887.0	   3.54385E-3	   9.83372E-5
     888.0	   3.63636E-3	   7.69941E-5
     889.0	   3.72458E-3	   1.11999E-4
     890.0	   3.71742E-3	   1.15039E-4
     891.0	   3.72458E-3	   9.14707E-5
     892.0	   3.72076E-3	   7.17145E-5
     893.0	   3.70455E-3	   7.14683E-5
     894.0	   3.92818E-3	   9.05489E-5
     895.0	   3.87239E-3	   7.73271E-5
     896.0	   3.97491E-3	   6.99392E-5
     897.0	   3.90100E-3	   6.87307E-5
     898.0	   4.28104E-3	   7.65676E-5
     899.0	   4.02975E-3	   8.57472E-5
     900.0	   4.32491E-3	   7.55272E-5
     901.0	   4.18854E-3	   8.12808E-5
     902.0	   4.18615E-3	   1.03261E-4
     903.0	   4.25673E-3	   8.63378E-5
     904.0	   4.24719E-3	   9.67004E-5
     905.0	   4.44412E-3	   7.75077E-5
     906.0	   4.35495E-3	   8.74187E-5
     907.0	   4.37021E-3	   9.88837E-5
     908.0	   4.52232E-3	   1.12620E-4
     909.0	   4.49753E-3	   6.72645E-5
     910.0	   4.57525E-3	   1.13188E-4
     911.0	   4.72021E-3	   1.07524E-4
     912.0	   4.78601E-3	   1.11264E-4
     913.0	   4.81367E-3	   7.53418E-5
     914.0	   4.74405E-3	   5.94519E-5
     915.0	   4.90570E-3	   7.01745E-5
     916.0	   4.78792E-3	   7.25905E-5
     917.0	   4.89902E-3	   9.17908E-5
     918.0	   4.89569E-3	   1.19219E-4
     919.0	   4.93860E-3	   9.52696E-5
     920.0	   4.81844E-3	   7.67145E-5
     921.0	   5.20754E-3	   9.83094E-5
     922.0	   4.93383E-3	   7.73741E-5
     923.0	   5.05733E-3	   7.77449E-5
     924.0	   5.13506E-3	   9.11869E-5
     925.0	   5.15175E-3	   8.81053E-5
     926.0	   5.02825E-3	   8.29080E-5
     927.0	   5.35679E-3	   1.18833E-4
     928.0	   5.31340E-3	   1.42436E-4
     929.0	   5.30195E-3	   1.06438E-4
     930.0	   5.33295E-3	   9.29062E-5
     931.0	   5.48935E-3	   9.87295E-5
     932.0	   5.62191E-3	   8.43436E-5
     933.0	   5.35345E-3	   1.03617E-4
     934.0	   5.48887E-3	   1.65544E-4
     935.0	   5.79882E-3	   1.34532E-4
     936.0	   5.66578E-3	   1.21682E-4
     937.0	   5.78833E-3	   1.38296E-4
     938.0	   5.60236E-3	   1.36851E-4
     939.0	   5.71251E-3	   1.31652E-4
     940.0	   5.83935E-3	   1.12343E-4
     941.0	   6.04486E-3	   1.14966E-4
     942.0	   5.78451E-3	   1.10276E-4
     943.0	   6.07777E-3	   8.62416E-5
     944.0	   6.03628E-3	   1.47933E-4
     945.0	   6.16837E-3	   1.20671E-4
     946.0	   6.00815E-3	   1.10235E-4
     947.0	   6.09398E-3	   1.07769E-4
     948.0	   6.25706E-3	   1.75611E-4
     949.0	   6.27804E-3	   1.21841E-4
     950.0	   6.25420E-3	   1.55548E-4
     951.0	   6.44970E-3	   1.45628E-4
     952.0	   6.39009E-3	   1.17762E-4
     953.0	   6.65045E-3	   1.27935E-4
     954.0	   6.27232E-3	   1.60993E-4
     955.0	   6.65665E-3	   1.74765E-4
     956.0	   6.31714E-3	   2.07296E-4
     957.0	   6.60563E-3	   1.93236E-4
     958.0	   6.26802E-3	   1.75030E-4
     959.0	   6.90794E-3	   2.31513E-4
     960.0	   5.96046E-3	   2.36573E-4
     961.0	   6.77776E-3	   2.09266E-4
     962.0	   6.38771E-3	   1.55300E-4
     963.0	   6.31142E-3	   2.28309E-4
     964.0	   6.67286E-3	   2.22797E-4
     965.0	   6.81686E-3	   2.67777E-4
     966.0	   6.52456E-3	   2.26091E-4
     967.0	   6.49643E-3	   2.18227E-4
     968.0	   6.25038E-3	   2.63856E-4
     969.0	   7.05147E-3	   2.73643E-4
     970.0	   6.74868E-3	   2.67151E-4
     971.0	   6.80208E-3	   2.35598E-4
     972.0	   6.66952E-3	   1.90644E-4
     973.0	   7.07960E-3	   2.00158E-4
     974.0	   7.10440E-3	   2.89961E-4
     975.0	   7.04098E-3	   2.88439E-4
     976.0	   6.97231E-3	   2.76835E-4
     977.0	   7.36952E-3	   2.70702E-4
     978.0	   7.47204E-3	   3.57423E-4
     979.0	   6.53505E-3	   3.22432E-4
     980.0	   7.40099E-3	   2.87124E-4
     981.0	   7.78723E-3	   2.62584E-4
     982.0	   7.14779E-3	   2.69666E-4
     983.0	   7.50589E-3	   3.03700E-4
     984.0	   7.53450E-3	   2.99132E-4
     985.0	   8.06332E-3	   3.42883E-4
     986.0	   8.10862E-3	   2.83464E-4
     987.0	   8.02088E-3	   2.91949E-4
     988.0	   7.25842E-3	   3.38682E-4
     989.0	   7.60794E-3	   2.77177E-4
     990.0	   7.83491E-3	   2.83644E-4
     991.0	   7.78437E-3	   2.95134E-4
     992.0	   8.12721E-3	   4.42760E-4
     993.0	   8.23975E-3	   5.82351E-4
     994.0	   8.57306E-3	   4.10917E-4
     995.0	   8.08096E-3	   4.65542E-4
     996.0	   8.10146E-3	   3.16637E-4
     997.0	   8.98409E-3	   2.46247E-4
     998.0	   8.57735E-3	   3.42203E-4
     999.0	   9.06134E-3	   4.47630E-4
    1000.0	   9.53436E-3	   4.74987E-4
    1001.0	   7.95269E-3	   3.83790E-4
    1002.0	   9.10521E-3	   4.41484E-4
    1003.0	   9.04942E-3	   4.08315E-4
    1004.0	   8.74043E-3	   3.75016E-4
    1005.0	   9.45282E-3	   3.64508E-4
    1006.0	   9.58443E-3	   5.21540E-4
    1007.0	   8.71086E-3	   4.48742E-4
    1008.0	   1.00722E-2	   4.47248E-4
    1009.0	   9.46760E-3	   5.04017E-4
    1010.0	   8.59022E-3	   3.76072E-4
    1011.0	   1.00570E-2	   4.53524E-4
    1012.0	   9.44281E-3	   6.07867E-4
    1013.0	   9.12523E-3	   5.13838E-4
    1014.0	   9.35698E-3	   5.27767E-4
    1015.0	   1.04651E-2	   3.66102E-4
    1016.0	   9.14717E-3	   3.33115E-4
    1017.0	   9.97353E-3	   4.94162E-4
    1018.0	   8.65412E-3	   5.21722E-4
    1019.0	   1.08314E-2	   6.36495E-4
    1020.0	   9.06134E-3	   7.96020E-4
    1021.0	   9.30977E-3	   7.34763E-4
    1022.0	   9.32217E-3	   5.18729E-4
    1023.0	   1.04222E-2	   6.65367E-4
    1024.0	   8.94165E-3	   8.34486E-4
    1025.0	   1.00708E-2	   7.40543E-4
    1026.0	   1.00303E-2	   1.01002E-3
    1027.0	   1.06082E-2	   6.50079E-4
    1028.0	   1.01171E-2	   6.06321E-4
    1029.0	   1.03817E-2	   7.42368E-4
    1030.0	   1.00174E-2	   7.26978E-4
    1031.0	   1.14403E-2	   9.10699E-4
    1032.0	   9.52196E-3	   9.01480E-4
    1033.0	   1.12362E-2	   1.14576E-3
    1034.0	   8.06475E-3	   7.55869E-4
    1035.0	   1.08123E-2	   5.08143E-4
    1036.0	   1.07613E-2	   1.20344E-3
    1037.0	   1.15390E-2	   1.00919E-3
    1038.0	   9.61208E-3	   8.92818E-4
    1039.0	   9.66454E-3	   9.76801E-4
    1040.0	   9.99260E-3	   8.32863E-4
    1041.0	   1.07665E-2	   8.43850E-4
    1042.0	   9.30834E-3	   7.11704E-4
    1043.0	   1.33100E-2	   7.61718E-4
    1044.0	   1.06187E-2	   8.95325E-4
    1045.0	   1.28570E-2	   9.31068E-4
    1046.0	   1.08304E-2	   9.31833E-4
    1047.0	   1.17736E-2	   1.10484E-3
    1048.0	   1.04113E-2	   1.02026E-3
    1049.0	   1.13750E-2	   1.30812E-3
    1050.0	   8.99506E-3	   1.27194E-3
    1051.0	   1.16205E-2	   1.25707E-3
    1052.0	   1.35283E-2	   1.15325E-3
    1053.0	   9.81236E-3	   1.07737E-3
    1054.0	   1.07613E-2	   1.25243E-3
    1055.0	   1.39737E-2	   1.78544E-3
    1056.0	   1.03793E-2	   1.13427E-3
    1057.0	   1.48983E-2	   1.51393E-3
    1058.0	   1.26081E-2	   1.40985E-3
    1059.0	   1.19591E-2	   1.70544E-3
    1060.0	   1.10841E-2	   1.37683E-3
    1061.0	   1.18003E-2	   1.16961E-3
    1062.0	   1.27454E-2	   1.51635E-3
    1063.0	   1.02005E-2	   2.07233E-3
    1064.0	   9.98354E-3	   1.83398E-3
    1065.0	   1.15452E-2	   1.72249E-3
    1066.0	   1.44835E-2	   2.13906E-3
    1067.0	   1.16744E-2	   1.79743E-3
    1068.0	   1.38626E-2	   1.87547E-3
    1069.0	   1.12548E-2	   2.04530E-3
    1070.0	   1.26343E-2	   1.92124E-3
    1071.0	   8.74281E-3	   1.93104E-3
    1072.0	   1.36032E-2	   2.58964E-3
    1073.0	   1.00508E-2	   1.89197E-3
    1074.0	   1.34945E-2	   2.35949E-3
    1075.0	   1.30296E-2	   3.50168E-3
    1076.0	   1.42274E-2	   3.66802E-3
    1077.0	   1.34554E-2	   2.69580E-3
    1078.0	   1.28574E-2	   3.51078E-3
    1079.0	   9.53627E-3	   3.67284E-3
    1080.0	   1.39728E-2	   3.06554E-3
    1081.0	   9.45282E-3	   2.03406E-3
    1082.0	   1.37773E-2	   2.51154E-3
    1083.0	   1.18966E-2	   2.07171E-3
    1084.0	   1.27883E-2	   1.82778E-3
    1085.0	   1.22948E-2	   2.25892E-3
    1086.0	   1.36337E-2	   2.91479E-3
    1087.0	   1.42760E-2	   2.10715E-3
    1088.0	   8.05569E-3	   2.62464E-3
    1089.0	   1.26562E-2	   2.24859E-3
    1090.0	   1.30801E-2	   3.00455E-3
    1091.0	   1.24755E-2	   3.71751E-3
    1092.0	   1.10817E-2	   3.50713E-3
    1093.0	   8.81529E-3	   3.55801E-3
    1094.0	   8.55875E-3	   2.62025E-3
    1095.0	   7.25508E-3	   4.29518E-3
    1096.0	   1.85084E-2	   3.34025E-3
    1097.0	   1.01390E-2	   4.17913E-3
    1098.0	   1.29099E-2	   4.58790E-3
    1099.0	   1.68872E-2	   6.49616E-3
    1100.0	   8.69608E-3	   4.92138E-3
